SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
PASSIVES,get and have,B2,FORM: 'GET' + REFLEXIVE PRONOUN + '-ED',Can use a reflexive pronoun with the 'get'-passive. ,"Although to drive a car you must be very careful because you could get yourself killed if you don't drive carefully enough.
Although he has a charming personality he uses it to get himself involved in illegal activities."
PASSIVES,get and have,B2,"FORM/USE: 'HAVE' + OBJ + '-ED', PROACTIVE PASSIVE",Can use have + object + -ed to talk about something where the speaker is in a pro-active or a passive role.,"After I left you on Monday, I had my car serviced and visited Washington with its wonderful memorials.
It's such a shame that I'm having my room redecorated but, in my view, the garden will be perfect.
My plans fell through because I had my purse stolen and I had no money to continue my journey.
The other reason against going to work by bike in a big city is that the risk of having your bike stolen is bigger.
I had just played in the best team of Sao Paulo but I had to stop because I had my leg broken in a car crash."
PASSIVES,get and have,B2,FORM/USE: 'GET' + OBJECT + 'TO'-INFINITIVE,Can use 'get' + object + 'to'-infinitive to talk about causing someone to do something. ,"I would like to point at a few things about our small town, which I, as a citizen, have to explain to our friends, in order to get them to visit us more frequently.
It is a good way to get them to shop at this particular store.
I do understand that it must be difficult to get these people to go to the festival."
PASSIVES,get and have,C1,FORM/USE: 'GET' + OBJECT + '-ED',"Can use 'get' + object + '-ed' to talk about causing or instructing something to happen or to be done by somebody else, often informally. ","I must say that Caroline and I are good together because I think I am a little bit lazy but she is always the one who tries to get things done .
? ours broke down and it took hours to get it repaired .
But within the last two months we received several complaints from our customers about not getting their orders delivered in time."
PASSIVES,get and have,C1,FORM/USE: 'GET' + OBJECT + '-ING',Can use 'get' + object + '-ing' to talk about causing someone or something to do something.,"First of all, I would like to underline the sheer boredom of these CDs, which got me yawning from the very first minute.
I was very happy when I received your letter, although I must say that your dilemma got me thinking.
As soon as they realized there was no way to get the employees moving, they got excited and nervous.
But still both concerts were great as Elton John and Metallica really know how to get people moving, but in two completely different ways."
PASSIVES,get and have,C2,FORM/USE: 'HAVE' + OBJECT + INFINITIVE,"Can use 'have' + object + infinitive without 'to' to talk about asking or causing someone to do something, often in formal contexts.","In order to attract people and have them practise their English, we could point out the benefits and the possibilities one obtains, by acquiring a degree in this language ...
In assessing the prospective student's linguistic skills it does not suffice to just have him fill out a multiple-choice-form"
PAST,past continuous,A2,FORM: AFFIRMATIVE,Can use the affirmative form. ,"I was waiting for you all Saturday evening.
I was swimming and sunbathing every day.
We were dancing all evening."
PAST,past continuous,A2,FORM: WITH ADVERBS,Can use the past continuous with a limited range of adverbs in the normal mid position. ,"I was just watching a football match.
I was always dreaming about it."
PAST,past continuous,A2,USE: BACKGROUND EVENTS,Can use the past continuous to show that an event was happening in the background to the main event.,"Yesterday we were studying maths in your house, and I left my book on your bed.
It was raining when I arrived."
PAST,past continuous,A2,USE: EVENTS IN PROGRESS ,Can use the past continuous to talk about actions and states in progress around a particular time in the past.,"I went to a soccer game, they were playing the last game to get the championship.
It was raining, but the concert was so good that I did not mind."
PAST,past continuous,B1,FORM: NEGATIVE,Can use the negative form.,"He was not planning to become a professional player.
She was not feeling very well.
I tried to phone her house, but her phone wasn't working.
I'm writing you this letter to tell you that we felt so bad when we heard you weren't working at the school any more."
PAST,past continuous,B1,FORM: QUESTIONS,Can use the question form.,"Was my mother going to die?
I couldn't see anybody, then there he was, my hero, my favorite singer Bob Dylan saying my name, but was he calling me?
What were you doing?
Everything was strange. Why was I following a green fox?"
PAST,past continuous,B1,FORM: WITH ADVERBS,Can use the past continuous with an increasing range of adverbs in the normal mid position. ,"He was still waiting at the traffic light.
He was actually acting like a ghost."
PAST,past continuous,B1,USE: REASON ,"Can use the past continuous to give a reason for something, often with 'because'.","Because she was sitting in the corner, she could see the whole view of the café in front of her.
Yesterday a TV company came to my school because they were doing a science quiz."
PAST,past continuous,B1,USE: REPEATED EVENTS,"Can use the past continuous to talk about ongoing repeated events in the past, often with 'always'.","Worst of all, in September it was always raining.
He was always talking about this prize but I never thought he would win it."
PAST,past continuous,B2,FORM: WITH ADVERBS,Can use the past continuous with a wide range of adverbs in the normal mid position.,"My younger brother was constantly bothering me.
One day, as she was wistfully walking in the dusk of that day, she told herself she could either go on living her lonely life or make a huge effort to fit in."
PAST,past continuous,B2,USE: POLITENESS ,Can use the past continuous to make a request or suggestions more polite or less direct.,"I was wondering if I could impose on you again for my next visit.
I was thinking that you could wear your Marilyn Monroe dress as your fancy-dress costume.
I was thinking that you could come to my house and see the movie."
PAST,past continuous,C2,USE: UNDESIRED EVENTS,Can use the past continuous with 'always' or 'constantly' to talk about repeated events which are undesired or uncontrolled. ,"They had been told that I was always getting into mischief and so had decided that, by buying me this diary, I would probably calm down a little and my behaviour would change.
I was constantly trying to balance my school life, extra-curricular activities, studies and personal life and was always running out of time."
PAST,past perfect continuous,B1,FORM: AFFIRMATIVE,Can use the affirmative form. ,"I had been working on the project for over a year.
We had been waiting for hours.
I didn't need so much, because I'd been saving money for a few months."
PAST,past perfect continuous,B1,USE: BACKGROUND EVENTS ,Can use the past perfect continuous talk about a background action or event which began before a point in the past and was still continuing up to a point in the past when the main event happened. ,"I had been waiting for this letter for months, so I opened it immediately.
Once I had been watching TV for 6 hours when my Mum suddenly switched it off."
PAST,past perfect continuous,B1,USE: CONTINUING EVENTS IN THE PAST,"Can use the past perfect continuous to talk about an action or event which began before a point in the past and was still continuing up to that point, often with 'for' or 'since', to give background information. ","I know it very well because we had been exchanging letters for a long time.
She had been going there since she was ten years old.
He began to think about his own thoughts while he was smoking a cigarette , when suddenly the curtain moved."
PAST,past perfect continuous,B2,FORM/USE: BACKGROUND INFORMATION WITH RELATIVE CLAUSE,Can use the past perfect continuous in a relative clause to give background information.  ► relative clauses,"And there were two men who had been chasing the murderer to find out who the man is and rescue the girl....
The guide also tells some funny stories about an old lord, who had been living there in the 18th century.
After a few minutes the door was opened and the man who  had been following me came in."
